User,Retained_Target_Col,Day0Tutorial,Version,Day0LostCount,Day0MaxLevel,Day0SectionCount,Day0SectionLength,Day0WinCount,MaxDayDiff,MinDayDiff
0156be63-8092-40c4-861f-dd7c19ddd186,No,Completed,1.5.2,0,3,1,94,3,0,0
0157f78c-f6e8-4fc7-be3c-c28c9a5e5103,No,Completed,1.6.0,0,2,1,93,2,0,0
0158ed4b-fcd9-4eaf-a9de-3fdf77caa8c2,No,Completed,1.5.2,0,2,1,24,2,0,0
015a8fd6-fc25-4730-9a59-db3bea27aebd,Yes,Completed,1.6.0,1,7,2,270,7,5,0
015b2d01-ef6c-4b24-8955-39116bb532b2,Yes,Completed,1.5.2,0,3,1,46,3,2,0
015cacfe-06ba-4787-bbe5-60390a4541e2,No,Completed,1.6.0,2,2,1,78,2,0,0
015e5b73-97ae-46aa-850e-ca79215396cc,No,Completed,1.6.0,0,5,1,67,5,0,0
01625b22-d15e-4057-a457-0f081487909e,Yes,Completed,1.6.0,1,3,1,56,3,2,0
01701569-d831-4245-be7b-377a5ea6b485,Yes,Completed,1.6.0,5,5,3,179,4,1,0
017e410a13dac493e77686e4020c447e,No,Completed,1.5.2,1,5,2,119,4,0,0
018161d2-9991-480f-866a-e8b9cbcca3d8,Yes,Completed,1.5.2,1,2,1,76,2,7,0
0183d8ad-8fd4-405f-993a-b39ff77fc6a9,Yes,Completed,1.5.2,1,6,1,114,5,1,0
0187caf2-2cab-4d96-bc20-091d00b67c25,No,Completed,1.5.2,1,4,1,47,3,0,0
0188e1ea-fb4d-4167-8baf-d4fbb1be048e,No,Completed,1.6.0,0,14,1,355,13,0,0
018f05ac-a3a5-4bc3-80de-9880d9645f69,No,Completed,1.6.0,1,4,3,245,3,0,0
019912bf-1cb1-4c9b-a843-fcdee24d3d65,No,Completed,1.5.2,2,4,1,123,4,0,0
01a3460f-8343-4b35-9841-21e46bc32c3d,Yes,Not completed,1.6.0,2,13,2,648,12,1,0
01a74c41-240f-48f4-ac40-b2bf2bd15a6f,No,Completed,1.5.2,0,3,1,28,3,0,0
01a9cae7-8005-4547-b557-bd4ecd7d0167,No,Completed,1.6.0,0,5,1,92,5,0,0
01abefd8-ffb7-47d7-86c6-71e3c895ecd5,No,Completed,1.6.0,5,7,2,221,6,0,0
01b4eadd-8dce-4b9f-93eb-a4f59f9104bf,No,Completed,1.5.2,1,6,1,120,6,0,0
01b6ff02-d378-4135-8254-54bb5b74982c,Yes,Completed,1.5.2,1,7,1,124,6,3,0
01b9b83b-2232-4c75-84e6-3547b7ef142f,Yes,Completed,1.5.2,2,4,1,149,4,1,0
01b9f1be-f553-4a42-a1fd-8a8f59306ae1,Yes,Completed,1.5.2,3,6,1,130,6,2,0
01ba3a2a-8dee-4703-96c3-ee03dda5c3f1,Yes,Completed,1.6.0,0,6,1,99,6,7,0
01ba9060-bb0d-4e50-b01b-c726251ac74b,Yes,Completed,1.6.0,0,4,1,52,4,5,0
01bd6e7d1cf9ad14b3acd50098db70b0,Yes,Completed,1.5.2,0,3,1,47,3,1,0
01bdf74e37e30e5bbb2b3deaf4eebbd6,No,Completed,1.5.2,0,2,1,43,2,0,0
01cd19f7-021e-48f8-bda0-63e5cd6af203,Yes,Completed,1.5.2,5,13,2,355,12,3,0
01cd3347-12fa-42e3-a8d3-1cef100091be,No,Completed,1.6.0,0,3,1,56,3,0,0
01cefe74-497a-4e30-9fbd-f52973631963,No,Completed,1.5.2,0,2,1,27,2,0,0
01d0682a649d5ada9c995408107a15d2,Yes,Completed,1.5.2,0,3,1,62,3,2,0
01df4444f35f44da9e15a306bb68abfd,No,Completed,1.5.2,5,10,2,299,10,0,0
01e1c11a-aa17-423c-9470-b00bbb36765c,No,Completed,1.6.0,2,7,2,218,7,0,0
01eb3f8cfbc64bae80b00bb443a7771a,No,Completed,1.5.2,0,11,2,103,10,0,0
01ed5d4c-e5ed-4ad6-9b34-914ad1f54d89,No,Completed,1.6.0,2,5,1,138,5,0,0
01f2c051-0698-4f1d-8dcc-3678532f3010,Yes,Completed,1.5.2,10,14,3,601,13,2,0
01fa8a28-a4f4-44cd-86fa-907cf21a6fd5,Yes,Completed,1.6.0,2,23,4,2017,23,1,0
01ff5e4a-4c38-43bb-a9c4-039021b48868,No,Completed,1.5.2,0,2,1,12,1,0,0
02055f87-2522-47df-91ff-bf407fa07959,Yes,Completed,1.5.2,0,7,1,211,7,1,0
020876d1-afc3-460f-b0be-f814ed67cf79,Yes,Completed,1.5.2,2,9,1,282,8,5,0
02089e9d-020c-486a-a6ec-09680c0b584d,No,Completed,1.6.0,2,5,1,77,4,0,0
020ae93a-74da-43d8-a751-b3ab48428115,No,Completed,1.6.0,2,4,1,148,3,0,0
0211fbe1-6bf1-4111-91e9-669be0adbad7,Yes,Completed,1.5.2,0,4,1,43,4,3,0
02347b40-8d77-4fa7-bd54-2c619d84350a,Yes,Completed,1.5.2,0,2,1,58,2,5,0
02353e27-72d5-4a2d-8704-6c2a7c42396f,No,Completed,1.6.0,0,2,1,51,2,0,0
02385cd3-29d7-484c-aa38-b4b59cce2555,No,Completed,1.5.2,1,3,1,46,3,0,0
023a4d10-02fc-4b48-ba94-5e6714a9b1b7,No,Completed,1.6.0,0,3,1,63,2,0,0
023ccccb-2968-47f2-bdce-0e5bbd604422,No,Completed,1.6.0,0,11,3,427,11,0,0
023d20b3-de5a-455d-b6ff-7adc3c9b1243,Yes,Completed,1.6.0,9,13,3,498,12,4,0
024d010b-0268-40f3-9413-77285f774de0,No,Completed,1.6.0,6,11,3,515,10,0,0
025c8ccd-0605-4636-bfd2-f66939482e54,Yes,Completed,1.5.2,6,8,1,292,7,3,0
025e6557-edca-4ef0-a283-8664eb7ba10d,No,Completed,1.6.0,0,2,1,29,2,0,0
02761573-2c25-4deb-a59b-82484ea36705,Yes,Completed,1.5.2,0,6,1,83,6,1,0
02872c1c-a5dd-43e4-81fd-e8dfe995a474,No,Completed,1.6.0,3,5,2,133,5,0,0
0289b788-ad15-412b-ac14-add074ee5b94,No,Completed,1.6.0,1,5,1,106,5,0,0
028e7ba7af8deda376515eb04eb1f121,Yes,Completed,1.6.0,0,9,1,317,9,1,0
0296c4a3b6e87196e940fc69401731bc,Yes,Completed,1.6.0,28,13,3,1106,12,2,0
02972f04-79b7-4395-88a8-6a7e4feaa32c,Yes,Completed,1.6.0,1,7,2,104,6,1,0
029c386ea504703922f7d0d02bf6528c,No,Completed,1.5.2,0,4,3,139,4,0,0
02a21ad2-4afc-4211-9c4a-6d1c50cea9fc,Yes,Not completed,1.6.0,7,15,2,577,14,3,0
02a6d117-26b4-4426-bacf-9b7240576db1,Yes,Completed,1.5.2,1,7,1,180,7,2,0
02a792b784b6e9556d768fc6b0b0c26c,No,Completed,1.5.2,0,3,1,49,3,0,0
02af605f-24cd-4b82-9b9d-128cfcd5110e,Yes,Completed,1.5.2,45,13,1,1224,12,1,0
02b3f89c-aa94-498f-a235-0d8f539bd9c1,No,Completed,1.5.2,3,5,1,184,5,0,0
02ba180c-9425-4b6d-a139-13094b7a488a,Yes,Completed,1.6.0,2,2,1,128,2,1,0
02bb600867397071d6de0698b63179ba,No,Completed,1.5.2,40,21,4,1260,20,0,0
02bce01c-7c39-4b79-81cb-ba99b32a3908,No,Completed,1.5.2,5,18,1,547,17,0,0
02c1f59e-f1c8-416e-bc97-78dee07f0e3d,Yes,Completed,1.5.2,8,7,1,191,6,1,0
02c33088-d8a4-4e9c-8180-8cfdb236fd0d,Yes,Completed,1.6.0,1,5,1,122,5,2,0
02c4b6cb-01ba-4ca5-a4b4-90fb4647f0c6,No,Completed,1.6.0,0,1,1,0,0,0,0
02c98311-f686-47e7-868f-24c64992e4b4,No,Completed,1.5.2,0,6,1,53,6,0,0
02dcfbdd-2034-4348-a432-b8ab9219cd45,Yes,Completed,1.5.2,9,18,2,790,17,1,0
02def7aa-6312-4c6f-a668-06e1644fd4a4,Yes,Completed,1.6.0,0,6,1,317,6,1,0
02eab7c4-ffb9-43b2-83a6-65ac7dcdb774,Yes,Completed,1.5.2,4,7,2,274,6,5,0
02f2548a-e821-4b5b-856f-9e440a97a13c,No,Completed,1.5.2,0,3,1,44,3,0,0
02f38acb-68c4-4073-a7fa-3523918f7524,No,Completed,1.5.2,0,3,1,46,3,0,0
02f6e75e-2180-457d-8373-6f192c3f7abd,No,Completed,1.5.2,1,11,1,424,11,0,0
02f8e0ec-7774-4222-a93c-d8ccdd1ec8a4,Yes,Completed,1.5.2,237,37,6,8615,36,3,0
0301f8bb-23f3-4def-8f2f-e73f2d794f79,Yes,Completed,1.5.2,11,11,1,484,10,1,0
030e454e-79ea-43c3-b252-9ded6be31eb5,No,Completed,1.6.0,0,5,1,71,4,0,0
031183bc-3620-4383-84d2-c0348fe0fe0e,No,Completed,1.5.2,0,3,1,61,3,0,0
031950e2-a367-49a6-a3b2-76c74597f183,No,Completed,1.6.0,0,2,1,116,2,0,0
031bea31-5057-4912-9e75-bd1c1fa5e8d9,No,Not completed,1.5.2,0,5,1,75,5,0,0
0324782b-4fa0-422f-85b4-577a56be40c0,Yes,Completed,1.5.2,1,5,1,86,5,1,0
032afa4d-7f94-429d-b1aa-51401c3eb138,No,Completed,1.6.0,0,3,1,39,3,0,0
0330492d-60ab-4f97-9ab0-16a7727c9c97,No,Completed,1.5.2,0,1,2,20,1,0,0
033153b6-ff15-4825-ba27-4252e68ab1a9,No,Completed,1.5.2,1,2,1,59,2,0,0
03356d7f-fa02-477b-b217-c55593bbde1e,No,Completed,1.5.2,0,2,1,83,2,0,0
03398ca1-d6ed-4354-a4c4-567faac918de,No,Completed,1.5.2,0,2,1,16,2,0,0
034329d8-c446-435e-8dd8-1097c186b5b0,No,Completed,1.5.2,0,3,1,54,3,0,0
03490f0a-e8dd-4bb8-88b6-ef22f713e299,Yes,Completed,1.5.2,34,31,1,3394,30,4,0
034d1a48-c05a-4a8b-9355-896f0e1a9bc9,No,Completed,1.5.2,2,7,1,333,6,0,0
034d58f4-ed3f-4405-a4d3-793bf2e4e608,No,Completed,1.5.2,1,5,1,123,4,0,0
035fcf49-2c09-4528-be09-da324bafd8a5,No,Completed,1.6.0,2,11,2,381,11,0,0
036cbc0e8375492c770cc1910f2d2c67,Yes,Completed,1.6.0,0,5,1,84,6,5,0
03705b5e-52b0-41a2-b897-4068ca8ed968,No,Completed,1.5.2,0,7,1,137,7,0,0
03759ae1-1fb9-4ae0-9ab4-230878a667e5,Yes,Completed,1.5.2,1,4,1,97,3,1,0
03767acb-29aa-4396-a1cc-0ef3a9694b65,Yes,Completed,1.5.2,5,7,2,178,6,1,0
0379d546-e810-4c77-a08d-871c493bf5e0,Yes,Completed,1.6.0,0,3,1,115,3,1,0
037e9b3c-d555-4f4d-a353-fd2ae4720464,No,Not completed,1.6.0,0,1,1,0,0,0,0
038423cd-c8e9-4086-be27-54fecc63934d,No,Completed,1.6.0,0,1,1,0,0,0,0
038453bd-25d4-4bec-a688-ee4c64482fa2,No,Completed,1.6.0,0,1,1,46,1,0,0
038f2499-347d-42ca-8d0f-622d06fb84cd,Yes,Completed,1.6.0,11,13,2,665,12,3,0
038f6a6b-481b-4221-8724-11d373b0fce3,Yes,Completed,1.6.0,0,3,1,30,3,1,0
038fd9a5257c7f52bc9cdc380e6f5be6,No,Completed,1.5.2,2,1,1,33,1,0,0
03a42570-b780-4b49-819f-4f159c990dcb,No,Completed,1.5.2,2,7,4,256,7,0,0
03a540ee-9e4c-4076-b995-a9daf1d7387f,Yes,Completed,1.6.0,3,5,1,74,4,4,0
03a99b85-56df-4ab0-8826-649e006babe3,Yes,Completed,1.6.0,2,9,2,253,9,1,0
03acb0c1-d83d-44d2-a67d-276d98103b83,No,Completed,1.6.0,3,1,1,67,0,0,0
03ae3a5b9828e25e45ab463131b8361b,Yes,Completed,1.5.2,20,13,1,1249,12,3,0
03af4714-2f94-4a09-82fa-854f51a6b988,No,Completed,1.6.0,0,4,1,72,4,0,0
03b65ddd-6fb0-4311-83e5-4824fd1ec6c7,No,Completed,1.6.0,2,4,1,71,3,0,0
03ba6dfb1fd02d1280e5543bfd2f97af,No,Completed,1.5.2,1,4,1,72,3,0,0
03bfb150-61d2-485d-b428-b7e68a790cfd,No,Completed,1.5.2,0,2,1,55,2,0,0
03c0de57-9a92-4674-b05e-5aca4db2ac71,Yes,Completed,1.6.0,18,13,3,752,12,4,0
03c4792d069e9af55472dd97f52bc669,Yes,Completed,1.6.0,6,11,1,708,10,1,0
03c50be7-b11b-443b-ad40-c217cd0f2711,No,Completed,1.5.2,6,7,4,275,6,0,0
03c97a5f-ebf3-4116-92c9-18b4236d26b7,Yes,Completed,1.5.2,46,13,1,1324,12,3,0
03d946ec-5d19-4fa8-9fc7-4695dc907af1,No,Completed,1.6.0,0,5,1,68,5,0,0
03da3b55-e3e6-4311-902e-e1dcc6df0ede,No,Completed,1.6.0,0,2,1,62,2,0,0
03dba1d4-153d-4f8d-bf3d-06d29de0dcf8,No,Completed,1.5.2,1,2,1,43,2,0,0
03dd49f9-d61c-4f34-82ef-0c930bacb561,No,Completed,1.6.0,0,1,1,0,0,0,0
03ddb4ec-febc-4c44-84fd-d5bca9ca0c65,Yes,Completed,1.6.0,19,13,2,906,12,1,0
03e35621-7063-4587-a134-c0dbf3c84310,No,Completed,1.6.0,0,2,1,31,2,0,0
03e6dc1d-546f-4e12-bad2-4d067fc82d01,No,Completed,1.6.0,0,2,2,37,2,0,0
03e7b55d-6273-4b86-9b5b-2835aa882157,No,Completed,1.6.0,0,4,1,56,4,0,0
03ebca21-f77d-42a5-9ff1-ed5e5ad89a8d,No,Completed,1.6.0,2,4,1,85,4,0,0
03ee4579cc8906ae1d332007f5c32174,No,Completed,1.5.2,0,4,1,69,4,0,0
03f32def-3eae-4dff-aaa1-b7a0173d6b7c,No,Completed,1.5.2,1,2,1,44,2,0,0
03f54129-e1a0-4cad-b8ed-b7bd8dedd700,No,Completed,1.6.0,3,7,1,138,7,0,0
03f9e431-06d4-4320-86bc-6212f52876b5,No,Completed,1.5.2,0,2,1,26,2,0,0
03ffe930-8487-479a-ad22-b32fca339a85,No,Completed,1.5.2,0,4,1,72,4,0,0
0400f496-8126-4502-9f32-45600b9c5646,Yes,Completed,1.6.0,1,13,2,235,12,1,0
0406157b-db64-4713-9f9d-726fc3d15f9c,Yes,Completed,1.5.2,0,2,1,48,2,4,0
040816f1-a685-46f4-9c0f-dca22dfc09c1,Yes,Completed,1.5.2,24,13,5,967,12,2,0
04155cad-87a0-4cb8-b9ff-e950dae4b442,No,Completed,1.5.2,0,2,1,47,1,0,0
04187cd1-9bc5-4419-9674-4e01c1e5b260,No,Completed,1.5.2,3,5,1,150,5,0,0
0420323f-1416-40ef-8edd-e6a7132b345d,No,Completed,1.5.2,25,13,1,820,12,0,0
0427aa15-220c-482a-bf6c-4685bc5a683b,Yes,Completed,1.6.0,13,11,2,419,10,1,0
0428f125eefddd94c8ef2c6560610698,Yes,Completed,1.6.0,4,9,1,233,9,7,0
042e6a9c-0893-43b0-bcf3-b9f69fdbe57b,Yes,Completed,1.5.2,6,15,2,714,14,2,0
0432fe91f888d7d0fdbb830c6041f19b,Yes,Completed,1.5.2,2,5,1,178,5,2,0
0434e9e078cf2f74873e296cca5069e4,No,Completed,1.5.2,1,5,1,75,5,0,0
043bb8c2-4ab1-431f-aa2a-3befde31bee6,Yes,Completed,1.6.0,2,17,1,571,16,2,0
043deaec-206a-4efc-adb4-a1365a0257a5,Yes,Completed,1.5.2,0,2,1,52,2,3,0
04403b6a-27f8-44be-84ca-8dfd0e12bb22,Yes,Completed,1.5.2,4,8,3,258,7,6,0
04434774-137f-4069-8c3f-c7c20636caf8,No,Completed,1.5.2,0,2,2,48,2,0,0
04436233-e255-4da3-aff4-c374ab02e3b0,No,Completed,1.6.0,5,4,2,178,3,0,0
044bd388-09e2-48ac-8b8f-527a118f9b27,No,Completed,1.6.0,5,7,1,253,7,0,0
044cbe7b-56cd-4108-b99b-024cfe762ceb,No,Completed,1.5.2,0,2,1,19,2,0,0
0456af54-000d-46bb-b463-d811e98b2dd3,No,Completed,1.5.2,1,4,1,95,3,0,0
045949dc-bf66-49ac-853a-30897b29befb,Yes,Completed,1.6.0,0,3,3,42,3,6,0
04638d16-8646-4148-8bfb-7b95449031b3,Yes,Completed,1.5.2,0,3,3,130,3,1,0
046f88ee-7942-499f-a3b7-09211bb95ca7,Yes,Completed,1.6.0,4,5,2,120,4,1,0
04708b3f-8ea8-4682-ae8b-440cd8cdcbc7,No,Completed,1.6.0,0,6,2,93,6,0,0
047b71bd-565a-4ab9-8c21-044c1747613b,No,Completed,1.6.0,0,2,1,46,2,0,0
047f1d7e-2077-4bd0-a681-91b0e254539c,Yes,Completed,1.5.2,3,8,2,208,7,1,0
0485df60-e1c9-4e4e-9866-e8bc3bd75e89,Yes,Completed,1.6.0,7,10,3,329,10,1,0
048d58e6-6fb4-486f-83c0-88ba857bbdac,No,Completed,1.5.2,0,2,1,25,2,0,0
048db3bf-b30f-461c-8fc3-eef957901226,No,Completed,1.6.0,1,8,2,136,8,0,0
0499c362-aab7-4a3c-ba13-5547df075580,Yes,Completed,1.6.0,0,4,1,119,4,6,0
049dbe83-3ccb-4a35-846c-e2fd1a1f62a8,No,Completed,1.5.2,0,5,1,59,4,0,0
049fb6029bc5de0101206ca9dc63471e,No,Completed,1.5.2,0,6,1,94,6,0,0
04ab5b2e-7142-4ee9-9272-6c8c7fccfe77,Yes,Completed,1.5.2,1,5,2,140,4,1,0
04b62a97c6af643284baa0a8ae007242,Yes,Completed,1.6.0,1,5,1,79,5,6,0
04baa0b0-9217-4b91-909a-806317f68da5,No,Completed,1.5.2,0,2,1,40,2,0,0
04bb0ef8-971a-487a-a6b4-9000571ab9a2,No,Completed,1.6.0,1,7,1,118,6,0,0
04bc595a-8aa4-4b78-acca-1f6de1cf1e48,Yes,Completed,1.6.0,1,2,2,48,2,1,0
04bd3956-c1d5-45e1-8c1a-05c324bccab7,No,Completed,1.5.2,3,7,1,166,7,0,0
04bfd20a-a4e5-48c9-a278-f14a7b25f42a,No,Completed,1.5.2,0,4,1,17,3,0,0
04c3bbc5-73e7-4636-b57e-2648d7943f1d,Yes,Completed,1.5.2,0,2,3,53,2,1,0
04c8619f-bf5a-4a41-9a71-efd1086875ac,No,Completed,1.5.2,7,11,3,263,10,0,0
04cc7823-fc55-4cae-b195-405a49f19005,Yes,Completed,1.6.0,5,8,2,252,7,6,0
04cfe19e-d326-450c-984f-0d58e78e49fd,No,Completed,1.6.0,0,2,1,61,2,0,0
04d37617-2995-49c0-9af1-e92beea51fbc,No,Completed,1.6.0,11,13,1,367,12,0,0
04d57b74-7fd8-42be-85f0-c8631c988d32,No,Completed,1.6.0,0,21,2,759,20,0,0
04d819ba677af9a31ed317187acf6a48,Yes,Completed,1.6.0,0,3,1,37,3,2,0
04d82079-1315-43f9-a797-0d9d2f02fa24,Yes,Completed,1.5.2,10,19,2,1181,19,3,0
04e3bba6-5ea3-4b79-a3b8-76c850b3d620,No,Completed,1.5.2,3,4,1,75,4,0,0
04ee3f4c-ce1e-4efe-8ee7-3c94205000d0,No,Completed,1.5.2,1,2,1,74,2,0,0
04f2b66f-14ee-4039-92aa-8c3b79227624,Yes,Completed,1.5.2,22,13,1,722,12,1,0
04f3e8fd-ee1c-47d3-9ed2-a1da1b547714,Yes,Completed,1.5.2,4,7,2,211,6,1,0
04f3f0eb-37c7-480b-99b4-2f88c73472e0,No,Completed,1.6.0,0,3,1,22,2,0,0
04f746f5be179cf2d760a964625d459a,Yes,Completed,1.5.2,0,3,1,64,3,3,0
04f8e3c8-e7d7-4862-9b6a-aeeb5f782c1a,Yes,Completed,1.6.0,3,16,1,704,15,7,0
04ff776a-3736-4b83-a600-ae6e514bd8c8,No,Not completed,1.6.0,0,4,1,38,4,0,0
0509f86a-b201-4291-afc4-bbb7bac1b196,No,Completed,1.6.0,18,12,2,564,11,0,0
050e1969-89cb-48d7-81cf-2e1010649ca5,No,Completed,1.5.2,0,4,1,37,4,0,0
051271a0-d4f9-400f-9b52-8abd9773fa1e,No,Completed,1.5.2,2,2,1,59,2,0,0
0512857e-41d8-49ea-b69d-871150dcb6f4,Yes,Completed,1.5.2,15,11,4,650,10,5,0
0517006f-456f-434b-8988-00ad40002877,No,Completed,1.5.2,0,2,1,37,2,0,0
0517af48-98a3-4076-a998-f3fa5b43582f,No,Completed,1.5.2,0,6,1,102,6,0,0
